Origin,Dest,Distance,Month,DayOfWeek,Hour,Weather_Rain,Weather_Wind,Visibility,Temperature,Delay_Status
CLT,SEA,3947,9,5,17,55.76,59.13,5.05,15.31,1
CLT,MIA,1791,10,3,18,3.23,50.51,2.23,3.88,1
ATL,SEA,2870,1,2,13,62.37,25.39,7.02,39.0,1
ATL,IAH,929,9,2,23,62.86,44.39,9.64,14.64,1
JFK,BOS,439,7,5,10,62.46,40.29,7.27,27.18,1
ATL,DTW,2780,1,3,23,11.44,12.8,8.23,25.03,1
DFW,PHX,340,1,1,1,47.28,20.34,4.8,14.53,1
DFW,SEA,3536,5,6,1,1.08,30.79,1.87,1.94,1
CLT,IAH,338,8,6,1,63.6,38.27,2.52,15.54,1
LAS,SEA,2706,9,7,9,54.22,32.57,9.84,24.05,1
JFK,BOS,269,12,5,22,39.84,28.38,5.44,13.0,1
LAS,SEA,584,6,2,14,54.79,26.59,1.11,-5.9,1
LAS,IAH,829,12,6,21,7.07,29.9,9.6,-9.1,1
CLT,MSP,2445,10,7,11,39.65,26.06,5.48,6.39,1
DEN,IAH,404,12,2,10,21.85,32.48,8.53,-2.49,1
CLT,DTW,1949,8,2,16,72.95,53.28,5.94,35.31,1
LAX,DTW,767,6,5,17,64.28,37.97,1.92,-1.21,1
LAX,DTW,1181,11,4,13,55.0,43.36,6.54,9.71,1
ATL,SFO,1004,6,7,16,70.03,35.85,9.98,25.6,1
ATL,BOS,1910,4,4,14,26.01,38.58,1.31,30.77,1
DEN,MSP,3106,11,4,11,67.57,34.7,8.58,13.89,1
ATL,SFO,1081,5,7,15,24.39,1.61,3.12,-0.94,1
LAX,BOS,2235,2,3,22,54.96,59.98,4.54,3.54,1
LAS,MSP,1173,3,5,5,55.23,2.02,4.35,10.95,1
CLT,SEA,839,3,7,1,1.38,23.71,9.09,8.23,1
ORD,MSP,1654,12,2,1,27.08,6.31,5.54,7.43,1
DFW,IAH,524,11,7,15,1.46,5.82,5.02,-3.41,0
ORD,SFO,641,5,6,1,74.78,47.61,8.36,35.67,1
ORD,SEA,1003,5,7,7,9.16,25.56,1.44,-8.51,1
LAX,IAH,2535,6,3,6,40.71,48.07,1.78,12.0,1
ORD,BOS,425,5,4,0,59.29,16.37,1.2,39.02,1
CLT,MSP,1287,12,1,3,15.09,15.39,7.19,22.99,1
DEN,IAH,1166,6,3,10,36.38,15.07,5.73,7.77,1
JFK,SEA,3185,8,3,19,45.56,36.97,8.88,-2.7,1
ATL,SFO,759,2,5,6,12.02,48.9,5.49,38.19,1
JFK,SFO,913,4,6,17,58.39,27.14,3.0,-9.3,1
LAS,DTW,697,6,3,3,22.45,22.75,8.25,24.07,1
CLT,MSP,3096,12,7,16,15.83,58.41,3.65,34.01,1
CLT,IAH,3173,5,6,10,41.87,7.01,9.42,-8.74,1
DFW,DTW,2307,1,5,10,30.77,29.2,3.25,26.26,1
CLT,SEA,3668,9,7,19,69.02,24.51,2.51,39.94,1
ATL,DTW,456,3,1,10,66.0,5.89,5.44,21.98,1
CLT,MIA,776,2,2,14,36.25,16.09,1.45,10.73,1
ORD,BOS,2486,9,2,13,26.94,1.71,1.33,33.72,1
DFW,DTW,237,7,4,16,24.41,52.62,5.46,17.71,1
ATL,BOS,2272,5,4,1,20.07,36.47,2.94,27.47,1
DEN,SEA,609,12,1,17,40.84,48.9,1.08,19.39,1
DEN,MIA,660,6,2,15,60.37,31.29,3.66,-8.09,1
DEN,SFO,3842,12,4,11,23.31,35.97,5.3,0.66,1
DEN,MSP,3235,11,6,9,14.26,42.05,4.55,-6.06,1
ORD,PHX,1640,4,3,15,35.66,54.48,2.22,-4.67,1
CLT,PHX,2604,1,5,2,5.18,5.51,6.22,-9.23,1
JFK,MSP,582,4,7,7,52.6,19.86,7.39,11.06,1
ATL,SEA,2032,9,4,21,38.88,42.54,7.08,-1.07,1
ORD,MIA,3429,1,1,21,37.23,57.5,4.54,32.78,1
DEN,MIA,768,10,7,23,22.53,58.85,2.24,27.5,1
LAS,BOS,3704,3,2,1,67.85,38.29,5.5,18.66,1
CLT,SFO,1271,5,1,21,6.79,11.62,9.01,14.45,0
JFK,IAH,3599,7,5,0,65.24,7.15,5.22,2.79,1
LAS,DTW,632,9,5,13,28.25,56.76,2.76,13.75,1
DFW,MIA,3702,6,1,3,66.05,26.04,1.84,22.06,1
LAS,MSP,255,3,4,3,54.66,11.69,9.5,29.11,1
DFW,IAH,2824,7,4,8,7.81,56.03,7.69,-5.92,1
DFW,PHX,2515,4,2,2,62.37,6.27,3.82,25.42,1
DEN,IAH,2316,3,6,4,51.16,43.77,3.66,27.14,1
DFW,SFO,1951,7,2,0,2.42,37.52,9.06,17.95,0
LAX,MSP,2247,11,3,21,10.03,5.26,2.6,0.72,1
ATL,SFO,1101,11,6,18,47.67,20.32,5.82,16.96,1
ATL,IAH,1824,7,7,0,49.7,9.0,7.42,15.14,1
DEN,DTW,3720,4,3,9,56.0,36.27,4.57,13.79,1
LAX,SEA,3040,12,2,21,54.02,28.63,1.36,13.03,1
LAS,MIA,456,7,6,11,49.46,0.26,3.05,-4.46,1
ORD,MSP,871,11,6,9,57.47,58.54,9.12,-0.86,1
LAS,SEA,689,2,3,1,43.13,20.98,5.71,-5.13,1
CLT,IAH,2993,1,1,15,19.56,15.49,8.34,2.12,1
ORD,MIA,3914,12,4,7,68.43,13.35,6.0,3.17,1
DFW,BOS,2296,2,6,13,1.37,9.53,9.49,2.25,1
JFK,SEA,1882,4,7,14,27.49,59.95,9.18,0.55,1
ORD,SEA,515,8,7,15,54.67,17.71,5.35,26.77,1
JFK,IAH,2660,3,6,10,32.04,24.33,3.86,30.93,1
ATL,PHX,633,10,3,11,1.86,52.28,6.42,6.36,1
JFK,IAH,1225,6,6,1,4.95,38.51,7.07,5.26,1
ATL,SEA,2175,6,3,3,48.65,22.12,5.49,32.2,1
LAX,MIA,3416,9,1,2,72.36,53.9,8.4,21.2,1
LAX,DTW,2179,9,7,8,41.39,44.98,2.65,4.67,1
DEN,PHX,1589,4,6,17,38.01,13.67,4.01,25.68,1
DEN,IAH,619,9,5,18,23.87,38.62,7.18,7.23,1
DFW,DTW,1796,6,2,6,19.25,55.34,3.22,19.33,1
ORD,MSP,1784,2,7,3,1.57,29.79,4.96,39.63,1
DFW,IAH,1043,10,1,5,20.47,44.02,9.67,5.08,1
ATL,SEA,1667,11,5,18,33.68,58.27,6.63,36.53,1
DFW,DTW,3163,6,7,0,14.85,41.42,9.54,6.03,1
JFK,SEA,633,2,1,15,6.55,6.15,7.5,17.01,1
ATL,BOS,2890,8,4,10,53.83,14.67,7.52,13.0,1
DEN,DTW,1778,4,1,21,67.1,35.71,6.33,29.16,1
LAX,DTW,2304,5,1,3,70.26,16.53,2.28,-6.95,1
DEN,IAH,3833,8,4,17,46.35,57.45,5.68,21.36,1
ORD,SEA,1163,11,6,22,3.96,24.32,3.27,28.03,1
ATL,MSP,1176,8,2,4,55.56,27.43,9.99,13.61,1
ATL,SFO,3449,12,5,21,8.26,42.1,3.4,-4.74,1
JFK,PHX,3564,12,7,5,50.23,31.45,3.08,2.24,1
ORD,SFO,245,6,3,1,58.45,22.93,6.61,23.98,1
LAX,PHX,1393,4,2,11,54.44,4.6,5.6,34.77,1
LAS,MSP,3542,1,7,21,71.39,35.79,1.19,11.08,1
ATL,DTW,616,12,1,8,55.36,52.05,2.17,18.02,1
ATL,DTW,1047,7,3,19,51.99,41.15,8.3,1.42,1
JFK,IAH,2386,8,4,11,19.63,22.89,5.35,10.61,1
DFW,BOS,446,9,2,12,69.36,7.66,2.31,6.84,1
CLT,SEA,3419,2,6,21,13.47,48.98,5.19,22.78,1
LAX,SEA,429,1,5,22,67.87,56.5,3.28,39.23,1
DEN,SEA,991,4,2,16,23.45,23.3,3.01,30.67,1
ORD,IAH,836,5,2,4,9.76,43.72,9.62,-0.39,1
ATL,PHX,3975,10,6,19,62.0,24.65,4.26,18.88,1
ATL,DTW,2621,12,3,12,0.19,30.14,1.42,-6.68,1
DEN,MSP,3351,1,4,12,62.41,50.19,9.73,2.35,1
LAX,SEA,3877,5,6,9,19.67,5.01,8.15,-1.39,1
CLT,SFO,937,6,7,14,66.35,31.82,3.29,6.78,1
DFW,SEA,1288,3,4,14,51.86,12.88,4.68,23.94,1
ATL,DTW,287,12,6,17,49.96,20.39,8.76,14.97,1
CLT,IAH,3359,7,2,17,27.4,38.67,4.22,36.65,1
LAX,MSP,912,6,4,1,4.46,1.63,6.11,0.64,0
DEN,BOS,1949,4,3,22,62.26,35.63,5.81,8.21,1
JFK,MSP,1427,3,3,10,12.82,17.01,4.61,6.49,1
DFW,SFO,2136,5,5,12,27.92,40.17,6.76,1.8,1
ORD,SEA,1605,3,4,10,45.03,8.49,5.26,39.66,1
ATL,SEA,800,10,5,3,36.17,44.15,1.19,9.36,1
LAX,MIA,1699,9,7,14,14.9,38.74,8.33,37.03,1
JFK,PHX,3844,9,6,21,10.55,58.27,2.02,9.52,1
ORD,SFO,3877,6,1,22,9.24,54.67,5.18,0.2,1
LAS,MIA,2786,11,7,10,64.73,17.0,6.22,-4.04,1
LAX,MSP,413,6,3,17,2.37,1.64,7.35,32.78,0
LAX,BOS,2321,12,2,15,73.28,39.32,4.7,-8.4,1
ORD,PHX,2308,4,3,9,14.89,36.17,7.62,38.22,1
JFK,SFO,897,4,1,11,8.27,1.65,2.18,10.91,1
LAS,SEA,3814,2,2,12,43.27,7.36,6.88,2.37,1
CLT,MSP,1442,10,4,8,6.0,35.08,8.44,20.87,0
CLT,SFO,2259,4,4,20,45.18,54.71,9.0,-3.35,1
DEN,SEA,3061,8,7,12,63.8,54.39,6.22,-6.39,1
JFK,DTW,3686,10,3,5,3.59,9.09,3.82,31.39,1
DFW,PHX,2279,2,2,5,59.99,23.07,2.47,11.23,1
ATL,DTW,1383,9,6,10,29.59,2.59,4.11,15.91,1
ORD,DTW,1200,1,2,18,11.96,28.16,5.86,-1.17,1
DEN,SEA,436,2,5,10,13.21,45.19,2.77,-6.93,1
LAS,BOS,1404,2,1,9,68.91,47.4,9.57,8.39,1
ORD,MSP,2805,11,7,22,8.3,29.94,9.07,15.31,1
ORD,IAH,3612,6,4,14,65.01,5.75,1.3,28.27,1
JFK,SEA,1681,7,3,12,40.82,22.88,6.06,15.05,1
ATL,BOS,1303,3,2,22,2.93,55.93,8.1,29.13,1
DFW,IAH,846,11,4,7,34.84,13.78,3.21,-4.23,1
CLT,MSP,3234,9,3,4,61.31,19.19,5.72,-6.8,1
LAX,DTW,3067,5,4,1,54.47,44.81,4.65,-2.06,1
LAX,PHX,672,5,3,15,36.66,44.01,2.77,28.6,1
ORD,PHX,3942,11,4,12,64.5,54.73,6.53,27.97,1
CLT,MSP,3986,12,6,18,9.03,23.29,9.94,-2.93,1
CLT,MSP,311,4,5,8,68.25,30.88,4.29,-8.45,1
ATL,SFO,3563,9,1,14,63.48,28.04,5.97,24.26,1
LAS,BOS,2045,8,4,5,53.12,55.67,3.95,32.76,1
LAS,DTW,1854,12,1,7,61.34,46.16,8.89,27.71,1
DEN,BOS,582,4,4,23,40.79,49.89,8.78,0.14,1
JFK,MSP,216,4,7,13,50.64,7.99,2.61,19.19,1
ATL,MIA,692,2,2,4,42.04,47.51,9.1,27.87,1
ATL,MIA,3602,9,5,16,26.66,25.98,2.36,2.79,1
JFK,IAH,3173,3,7,21,42.66,1.4,1.86,16.39,1
CLT,IAH,2096,4,6,6,19.31,3.61,6.88,5.72,1
LAS,MIA,1709,7,5,8,33.02,40.67,4.47,1.28,1
LAS,MSP,3677,10,1,15,21.06,22.32,5.78,38.48,1
CLT,MSP,316,8,2,17,9.22,52.09,6.87,35.63,1
LAS,IAH,1778,8,3,12,24.14,44.06,1.48,12.28,1
ORD,SEA,1079,4,7,17,63.9,1.3,3.64,-3.16,1
ATL,MSP,2362,7,5,9,28.58,41.21,5.15,26.4,1
LAX,MIA,2018,10,6,0,56.1,11.54,3.4,2.79,1
JFK,BOS,1772,1,7,20,13.14,25.35,1.44,-1.57,1
LAS,MSP,3061,6,2,17,31.83,37.48,1.78,9.08,1
DEN,DTW,1848,6,2,18,8.61,52.36,8.22,16.49,1
LAS,MSP,3818,6,1,1,10.4,27.37,9.2,-5.13,1
LAS,SEA,843,12,6,3,46.31,48.51,2.37,18.59,1
DFW,IAH,1559,2,2,10,45.56,46.98,3.24,-9.23,1
ORD,MSP,535,8,2,2,16.0,24.87,6.87,34.59,1
JFK,PHX,3169,5,3,8,35.58,30.06,9.59,36.04,1
DFW,SFO,346,5,1,9,64.75,42.03,3.7,26.65,1
DFW,MIA,321,2,1,1,13.07,1.87,8.7,13.33,0
DEN,DTW,280,4,6,6,1.44,53.45,5.55,2.74,1
ATL,DTW,2932,12,2,14,48.9,46.19,9.61,27.21,1
DEN,DTW,3937,9,3,18,4.01,14.96,2.23,36.59,1
ATL,PHX,2909,9,4,9,73.5,58.87,9.76,-2.07,1
ATL,DTW,2622,6,5,23,45.72,10.76,4.97,13.29,1
JFK,DTW,3841,11,7,19,35.28,54.85,9.58,5.76,1
LAS,IAH,2310,9,1,13,32.25,19.47,5.13,7.84,1
JFK,BOS,703,4,3,3,42.98,45.79,5.77,10.29,1
ORD,SFO,867,11,6,10,6.8,27.38,8.24,37.59,1
ATL,PHX,2696,1,3,2,69.75,44.19,7.5,2.93,1
DFW,SFO,3699,2,2,22,46.92,9.35,6.58,14.63,1
LAS,MIA,3115,1,5,16,13.8,16.17,4.75,37.57,1
LAX,IAH,3698,8,1,6,42.19,5.99,8.13,13.8,1
ORD,MSP,1644,9,4,10,9.99,51.91,9.53,33.18,1
JFK,BOS,1545,10,2,17,1.32,17.78,1.09,-7.06,1
DEN,IAH,2927,12,1,13,47.29,41.67,6.29,37.65,1
ORD,SFO,1389,6,7,13,48.64,49.21,8.79,-0.62,1
ORD,PHX,1820,2,6,5,43.78,54.09,6.88,39.0,1
LAS,MIA,2180,6,1,8,13.76,6.38,8.21,-1.22,1
ORD,MIA,1872,9,3,21,45.26,53.58,9.06,12.22,1
ORD,IAH,2708,12,7,2,4.24,11.84,7.76,5.43,1
LAX,MSP,658,3,5,16,45.69,44.21,7.45,11.66,1
CLT,PHX,1412,9,4,11,41.55,43.73,9.68,2.53,1
DEN,MSP,663,2,5,3,49.14,0.51,8.77,38.27,1
DEN,MSP,1111,11,3,19,67.16,13.24,8.34,5.29,1
DEN,DTW,2626,5,4,15,63.78,29.51,1.78,22.66,1
ATL,PHX,1225,11,4,23,73.55,25.2,3.15,-3.13,1
DFW,SFO,3889,2,2,9,73.22,55.11,6.01,31.22,1
CLT,IAH,2611,7,4,6,57.92,21.58,7.39,17.13,1
DEN,IAH,271,11,1,9,71.73,56.22,3.73,38.97,1
ORD,DTW,1650,10,5,6,65.05,27.57,1.84,11.17,1
ORD,SEA,2885,9,6,22,54.57,57.86,3.8,-0.23,1
DEN,IAH,1393,7,6,17,5.65,44.24,7.94,7.3,1
LAS,MIA,3476,12,5,8,3.68,49.76,8.9,26.85,1
DEN,SFO,2048,5,2,21,62.82,6.29,9.22,22.96,1
ORD,PHX,2584,4,4,17,36.72,35.17,4.41,28.92,1
ATL,IAH,2222,12,3,16,61.1,8.56,4.35,-6.33,1
JFK,SFO,3743,4,7,10,23.47,17.86,4.66,19.02,1
JFK,DTW,2442,10,7,0,29.82,37.41,4.38,36.61,1
CLT,IAH,3941,8,1,16,52.51,43.57,7.0,-4.6,1
CLT,PHX,1211,10,2,3,68.65,2.35,4.22,-5.28,1
DEN,BOS,852,10,7,3,6.58,31.86,1.18,25.83,1
LAX,PHX,1498,10,4,13,64.61,33.92,4.95,5.76,1
DEN,PHX,206,10,6,8,59.48,4.73,3.02,22.93,1
LAS,PHX,1104,10,3,12,23.67,30.04,1.26,17.27,1
DEN,IAH,3226,1,4,15,26.64,42.83,5.24,39.3,1
CLT,SEA,2228,5,2,0,3.48,3.19,2.85,34.45,0
JFK,PHX,2813,2,3,2,1.18,45.62,5.07,23.9,1
ORD,DTW,815,11,7,18,35.78,34.59,3.5,3.08,1
DEN,MIA,2073,9,3,7,7.17,49.99,6.43,3.1,1
ORD,MIA,2820,7,3,17,14.55,13.08,9.92,34.11,1
ORD,DTW,2846,10,3,5,63.51,50.0,5.93,19.27,1
LAX,SFO,969,8,7,19,42.83,5.67,6.82,29.46,1
ORD,SEA,3449,6,4,5,47.52,24.23,9.27,12.49,1
JFK,SFO,2489,9,3,4,14.06,11.97,4.37,-4.85,1
ATL,DTW,3474,6,4,11,62.15,52.56,2.5,6.63,1
ATL,MIA,1766,7,3,8,65.1,42.3,3.55,-1.94,1
DFW,MSP,1685,7,3,8,39.25,1.52,4.63,29.09,1
LAS,MIA,3351,9,2,16,68.44,0.57,6.81,25.03,1
DEN,BOS,3794,11,4,18,63.36,17.47,1.04,-5.58,1
LAS,PHX,1640,8,6,16,54.85,8.6,8.68,21.07,1
JFK,MSP,965,1,4,21,55.06,37.82,1.68,33.71,1
ORD,MIA,583,4,5,15,7.9,39.83,9.11,24.87,1
ATL,IAH,2638,7,7,11,20.31,56.52,9.54,15.56,1
LAS,IAH,3143,11,6,2,5.01,57.12,9.91,5.59,1
JFK,SFO,887,8,2,13,0.65,39.53,8.29,34.35,1
ATL,MSP,1349,7,4,16,11.87,0.34,2.28,11.14,0
ORD,SFO,3765,12,2,21,66.04,21.54,7.36,32.77,1
LAS,PHX,246,3,6,15,17.99,30.79,2.83,29.15,1
ATL,PHX,3989,4,2,20,72.76,29.95,9.07,30.81,1
DEN,BOS,3747,12,2,11,44.8,36.2,3.85,39.49,1
CLT,DTW,2172,7,1,23,17.79,57.63,3.94,27.44,1
DEN,DTW,2866,8,4,1,37.28,53.11,9.26,-8.3,1
DFW,SEA,663,7,2,7,16.43,6.53,1.12,0.27,1
DFW,SFO,2072,6,1,11,73.8,15.96,2.75,-8.24,1
ATL,PHX,322,9,1,20,63.54,49.99,4.8,-0.5,1
CLT,DTW,3745,9,3,15,1.97,49.46,7.31,-6.93,1
JFK,SFO,2381,11,3,7,71.08,16.52,6.83,15.08,1
DEN,PHX,1842,7,7,15,54.08,43.84,7.02,-8.59,1
JFK,MIA,1040,8,6,9,6.18,40.32,8.92,13.63,1
CLT,SFO,1785,6,4,19,50.3,28.41,2.09,34.94,1
JFK,MIA,3096,1,3,14,48.52,12.09,5.7,27.43,1
CLT,SFO,2854,1,6,3,16.41,53.32,7.53,37.2,1
ATL,SEA,2003,6,4,14,56.88,40.67,6.73,1.33,1
JFK,BOS,222,2,6,3,6.53,10.14,5.03,16.55,0
DEN,IAH,765,8,7,10,36.71,42.29,1.15,5.93,1
ORD,DTW,2109,1,7,5,0.74,44.49,1.54,14.69,1
DFW,IAH,3013,2,1,3,72.66,53.21,2.07,17.85,1
ORD,IAH,1164,8,1,8,56.37,13.37,4.09,-8.19,1
JFK,MIA,2482,12,4,8,11.91,59.33,2.06,1.66,1
ORD,MSP,1195,6,6,2,25.63,9.2,4.83,25.24,1
DEN,PHX,3330,12,6,22,12.04,36.04,2.61,28.65,1
DEN,IAH,1387,10,3,4,57.5,39.43,8.01,18.47,1
JFK,SEA,1994,2,3,14,4.42,25.14,8.84,3.54,1
ATL,IAH,1025,2,4,8,63.03,28.5,4.51,10.25,1
ORD,SFO,415,11,5,1,70.66,53.45,5.6,-5.2,1
ATL,MIA,3454,7,3,2,50.75,38.72,9.58,37.66,1
ATL,MSP,3840,5,2,20,15.97,29.82,5.82,33.43,1
CLT,SFO,856,5,3,11,27.01,7.7,9.96,-6.72,1
LAX,MSP,3182,8,5,15,35.79,0.44,2.28,-1.68,1
JFK,SFO,1313,12,6,4,45.35,7.5,8.76,19.05,1
DFW,SFO,2187,12,1,9,50.15,57.37,5.47,1.62,1
DEN,DTW,510,7,1,14,41.57,45.85,1.2,36.72,1
DEN,BOS,756,12,6,13,26.35,58.03,9.75,27.78,1
JFK,BOS,3219,9,1,13,66.82,2.14,9.69,3.66,1
CLT,PHX,2504,4,3,22,6.1,40.81,4.45,-9.69,1
LAS,MIA,2780,10,7,12,34.97,2.66,9.59,29.97,1
LAS,SEA,1756,4,1,15,58.17,46.92,2.27,11.2,1
LAS,SEA,251,2,7,7,4.57,22.86,7.12,22.12,1
CLT,SEA,1561,3,5,7,52.9,5.75,2.73,4.35,1
DFW,DTW,1394,1,7,16,61.48,34.08,3.22,-2.86,1
DEN,SFO,3338,1,5,16,49.56,16.81,8.01,23.77,1
JFK,BOS,1848,7,3,2,0.97,39.57,4.4,12.52,1
CLT,MIA,2547,5,6,0,13.51,39.49,1.06,1.76,1
DEN,SFO,871,3,2,16,25.66,42.3,4.73,-3.12,1
ATL,MSP,977,7,3,23,17.53,59.55,3.05,19.02,1
ORD,BOS,1031,2,1,15,72.2,23.2,7.15,26.28,1
ORD,BOS,2479,3,3,16,48.87,27.92,2.75,4.19,1
CLT,IAH,3222,1,5,1,22.27,48.28,8.58,26.76,1
DEN,IAH,2060,8,3,13,69.73,34.7,3.4,-0.84,1
LAX,DTW,3339,2,3,6,55.54,2.24,4.54,6.92,1
DFW,MIA,1729,7,2,18,21.35,50.58,3.68,27.24,1
LAS,MSP,2275,11,5,0,28.42,3.09,6.8,23.01,1
DFW,MIA,2172,9,4,16,14.96,10.25,1.91,3.53,0
DFW,MIA,3899,6,4,9,72.83,6.12,5.3,-3.89,1
CLT,DTW,1274,2,5,5,38.8,4.68,4.01,-7.88,1
ATL,DTW,1916,2,4,6,67.2,1.54,8.96,31.9,1
DFW,SFO,1483,9,1,5,25.99,3.3,1.66,-6.24,1
ORD,PHX,790,10,4,4,64.56,26.55,8.47,-4.26,1
ATL,DTW,3032,8,1,1,4.04,15.17,2.51,1.89,1
JFK,MIA,2867,9,5,17,73.66,7.59,1.8,12.28,1
DFW,IAH,2186,4,4,23,68.4,39.52,2.82,29.49,1
DFW,PHX,2833,4,4,16,27.24,13.57,1.92,2.37,1
JFK,SFO,3958,2,6,23,58.1,1.14,5.69,17.18,1
DFW,PHX,1201,10,7,22,56.42,25.11,9.89,-5.48,1
JFK,SEA,2431,1,1,6,67.59,18.63,1.31,13.23,1
ATL,MSP,1246,10,1,20,23.04,19.12,5.15,-1.12,1
ORD,PHX,2376,4,3,18,34.91,26.72,4.47,0.56,1
JFK,MIA,2538,10,2,6,64.87,40.13,4.06,8.34,1
LAX,SFO,2055,10,4,22,58.39,36.99,3.99,28.07,1
CLT,MSP,700,11,6,6,29.51,56.24,9.06,27.2,1
CLT,MIA,2433,8,2,15,63.43,31.06,1.17,10.75,1
JFK,MSP,678,2,7,11,3.52,28.35,7.97,-4.07,1
CLT,IAH,1794,12,7,14,58.65,12.8,3.28,4.03,1
DFW,SEA,2739,11,6,14,15.51,45.32,4.45,15.27,1
LAS,IAH,712,8,2,10,21.46,8.45,4.78,33.47,1
LAS,MIA,3914,1,4,1,36.99,29.47,3.74,38.41,1
CLT,MIA,3338,1,7,2,33.73,25.28,1.84,21.87,1
ATL,MIA,2714,4,6,18,39.04,39.5,2.03,7.53,1
DEN,BOS,2532,7,1,19,40.86,55.06,3.68,24.67,1
ATL,SEA,800,9,3,14,24.86,56.8,8.4,6.81,1
DEN,MSP,1640,5,6,15,13.14,10.07,2.21,21.27,1
LAS,DTW,1323,2,5,0,57.64,15.71,7.68,2.19,1
LAS,MIA,388,12,7,14,30.0,48.7,3.6,3.35,1
JFK,MIA,1188,7,7,11,37.94,31.1,8.95,-6.24,1
ORD,MSP,3137,11,4,6,48.35,27.18,4.85,11.01,1
LAX,DTW,2081,2,4,6,68.22,42.64,2.55,20.91,1
ATL,IAH,587,9,5,10,53.07,36.12,9.87,29.44,1
DFW,IAH,2488,9,7,19,3.41,58.24,2.59,30.52,1
DEN,MIA,2005,3,2,10,62.89,35.04,6.11,39.62,1
CLT,SFO,2233,8,3,16,74.2,27.96,6.12,-5.61,1
DFW,BOS,1954,11,2,2,35.44,32.57,4.36,14.66,1
ORD,IAH,2664,4,5,15,72.72,48.51,9.56,16.07,1
DEN,SFO,2423,3,5,4,41.05,36.76,8.59,30.23,1
ATL,BOS,586,1,3,1,34.47,38.82,8.47,3.32,1
JFK,MIA,1694,5,5,22,24.86,58.29,9.77,-6.53,1
DFW,SEA,1052,11,5,6,49.32,37.1,5.11,5.69,1
ORD,PHX,3504,4,7,9,17.24,22.82,1.87,39.2,1
ATL,PHX,2910,1,6,4,7.87,41.48,7.89,34.97,1
LAS,MIA,651,10,7,14,2.04,39.57,4.43,9.76,0
LAS,IAH,2524,8,3,11,21.93,0.83,2.71,33.81,1
ATL,SFO,3500,8,4,9,29.68,28.04,5.35,-8.36,1
ATL,SEA,3442,8,2,21,41.41,44.57,9.33,5.71,1
ATL,MSP,1958,3,4,16,21.96,29.94,2.54,26.34,1
DEN,BOS,412,6,4,19,73.8,46.78,8.64,1.07,1
ATL,MIA,3553,12,6,19,21.88,27.05,4.76,-0.08,1
DFW,SEA,240,12,2,10,33.07,59.0,2.23,33.09,1
ORD,DTW,1345,7,4,7,7.75,17.57,8.64,20.8,1
DEN,SEA,3498,9,3,14,19.55,5.53,9.73,39.45,1
ATL,IAH,2541,5,2,1,3.62,25.8,3.62,-3.27,1
LAX,DTW,799,9,1,16,41.96,32.5,3.73,7.81,1
CLT,BOS,3538,6,6,22,56.33,20.95,4.51,5.56,1
LAX,DTW,2224,10,4,5,14.68,14.54,8.33,34.01,1
ORD,SEA,2788,10,5,20,27.59,40.32,1.09,2.76,1
LAS,IAH,2230,10,2,12,1.25,22.63,3.02,7.67,1
JFK,DTW,1982,4,1,7,62.96,37.88,7.35,-2.86,1
JFK,SFO,2051,1,5,10,58.5,46.74,4.65,28.77,1
CLT,IAH,2698,1,1,14,4.74,45.66,3.97,1.89,1
LAS,SFO,3720,10,4,12,27.37,22.52,8.85,-6.58,1
DEN,SFO,1979,5,5,17,71.65,34.07,9.26,11.76,1
DEN,DTW,3332,3,4,17,29.4,26.98,9.53,9.57,1
DEN,DTW,3773,5,5,16,39.47,52.25,3.45,-1.12,1
JFK,MSP,3418,5,2,21,26.64,52.73,9.21,-3.32,1
LAX,MSP,3957,1,7,12,44.71,20.62,7.63,34.83,1
JFK,SEA,3037,8,3,2,73.36,5.5,2.39,-6.61,1
DFW,IAH,2581,5,7,20,74.81,10.05,6.49,-5.03,1
ATL,MSP,2104,5,3,23,58.1,22.02,1.24,2.25,1
DEN,SFO,3138,9,7,6,30.32,33.85,7.38,37.64,1
LAX,MSP,3413,8,1,11,37.08,39.41,7.6,-5.73,1
ORD,BOS,2291,1,6,3,26.75,19.88,8.1,30.8,1
CLT,SEA,343,3,5,23,73.92,40.05,2.55,34.6,1
ORD,IAH,532,12,4,10,53.08,56.26,6.65,8.89,1
ATL,IAH,1197,7,6,13,33.67,39.12,2.61,4.69,1
LAX,PHX,3768,1,2,17,0.91,9.51,9.52,23.87,1
JFK,IAH,1619,1,2,6,39.04,34.78,7.08,25.13,1
JFK,SEA,254,5,2,4,73.79,32.51,1.86,29.0,1
DFW,BOS,1530,9,3,15,39.23,52.24,2.68,31.53,1
DFW,IAH,3117,6,4,10,13.68,21.02,6.97,3.42,1
JFK,PHX,1646,10,2,21,1.66,25.38,5.29,24.35,1
ORD,SEA,1640,2,2,2,26.6,35.92,7.63,-3.25,1
CLT,SFO,3944,11,7,15,68.87,31.47,3.53,15.54,1
DEN,MIA,3044,9,1,10,74.74,43.14,6.92,20.64,1
ORD,MIA,2572,6,5,9,70.9,2.42,2.59,-1.91,1
CLT,SFO,1933,5,5,22,54.71,33.81,5.89,-6.17,1
DFW,MSP,1894,5,5,22,41.86,7.3,9.62,-0.26,1
ATL,IAH,279,12,6,1,44.3,18.91,6.65,11.03,1
CLT,DTW,3302,3,7,15,40.42,39.7,1.45,34.39,1
