State,City,Vehicle_Type,Weather,Road_Type,Time,Year,Total_Accidents,Fatal_Accidents,Accident_Severity
Maharashtra,Ahmedabad,Bike,Dusty,Highway,Evening,2022,3380,5655,3
Maharashtra,New Delhi,Bike,Clear,Highway,Afternoon,2019,37645,6613,3
Kerala,Jaipur,Car,Rainy,Urban,Night,2020,1766,4143,3
West Bengal,Bangalore,Bus,Clear,Highway,Night,2020,3337,7779,3
Rajasthan,Patna,Car,Rainy,Urban,Afternoon,2020,42914,6622,3
Bihar,Kolkata,Car,Dusty,Rural,Night,2020,32728,668,1
Tamil Nadu,Lucknow,Bus,Foggy,Highway,Evening,2018,9698,8129,3
Tamil Nadu,Chennai,Auto,Foggy,Rural,Evening,2021,26295,6342,3
Maharashtra,Patna,Van,Dusty,Urban,Afternoon,2022,5328,2310,3
Tamil Nadu,Bangalore,Car,Clear,Highway,Afternoon,2022,17111,8125,3
Maharashtra,New Delhi,Truck,Rainy,Highway,Afternoon,2020,31286,5494,3
Bihar,Kochi,Van,Foggy,Urban,Evening,2020,33205,7224,3
Maharashtra,Mumbai,Auto,Dusty,Highway,Evening,2018,30520,443,1
Kerala,Patna,Bus,Clear,Highway,Night,2018,19269,2683,2
Rajasthan,Patna,Bike,Foggy,Highway,Evening,2022,11749,6851,3
Uttar Pradesh,Chennai,Auto,Dusty,Rural,Afternoon,2020,18801,3292,3
Karnataka,Mumbai,Car,Rainy,Urban,Morning,2020,16997,253,1
Rajasthan,Bangalore,Truck,Dusty,Urban,Morning,2022,2651,7349,3
Rajasthan,Jaipur,Van,Clear,Urban,Morning,2018,17311,7544,3
Delhi,Jaipur,Bus,Foggy,Highway,Morning,2022,5098,4321,3
West Bengal,Mumbai,Bike,Rainy,Highway,Morning,2018,23004,5503,3
West Bengal,Lucknow,Van,Clear,Highway,Evening,2018,20262,7903,3
Gujarat,Ahmedabad,Truck,Dusty,Urban,Afternoon,2018,18828,1970,2
Karnataka,Lucknow,Bike,Foggy,Rural,Afternoon,2020,17840,8058,3
Bihar,Lucknow,Bus,Foggy,Urban,Night,2022,8836,3352,3
Uttar Pradesh,Patna,Van,Clear,Urban,Afternoon,2018,22567,6040,3
Uttar Pradesh,Patna,Auto,Rainy,Rural,Night,2021,41156,3647,2
West Bengal,Kolkata,Car,Clear,Highway,Afternoon,2018,14508,4007,3
Rajasthan,New Delhi,Bus,Foggy,Highway,Night,2018,13465,9676,3
Kerala,Bangalore,Truck,Foggy,Urban,Night,2018,48184,7106,2
Gujarat,Bangalore,Auto,Foggy,Rural,Afternoon,2019,39960,7904,3
Maharashtra,Kolkata,Van,Rainy,Urban,Morning,2021,35550,1575,1
Gujarat,Patna,Bike,Foggy,Urban,Afternoon,2020,47678,4101,2
Delhi,Chennai,Auto,Foggy,Rural,Afternoon,2022,22975,9449,3
Gujarat,Chennai,Auto,Clear,Rural,Morning,2022,6239,4034,3
Rajasthan,New Delhi,Truck,Foggy,Highway,Afternoon,2022,27029,5090,3
Bihar,Mumbai,Car,Dusty,Urban,Night,2020,26902,4885,3
Rajasthan,Patna,Auto,Clear,Rural,Morning,2018,45487,3963,2
West Bengal,Jaipur,Auto,Foggy,Rural,Morning,2021,35610,2620,2
Bihar,Jaipur,Car,Clear,Rural,Evening,2022,25575,4200,3
Tamil Nadu,Patna,Car,Clear,Rural,Night,2019,21323,7833,3
Bihar,Kochi,Bike,Dusty,Urban,Night,2019,47762,877,1
Gujarat,Mumbai,Van,Clear,Urban,Afternoon,2021,29953,8512,3
Gujarat,Jaipur,Bike,Clear,Urban,Afternoon,2022,39140,9921,3
Gujarat,Ahmedabad,Car,Rainy,Rural,Night,2018,49698,1641,1
Tamil Nadu,Lucknow,Bus,Foggy,Highway,Night,2022,39315,5747,2
West Bengal,Patna,Car,Rainy,Rural,Night,2018,7006,7839,3
Maharashtra,Kochi,Bike,Foggy,Urban,Afternoon,2022,8000,9256,3
Karnataka,Ahmedabad,Truck,Clear,Urban,Night,2019,37977,6155,3
West Bengal,Lucknow,Truck,Foggy,Urban,Night,2020,29956,6743,3
Gujarat,Lucknow,Van,Clear,Highway,Morning,2021,24031,6950,3
West Bengal,New Delhi,Auto,Foggy,Highway,Night,2018,30575,9285,3
Delhi,Mumbai,Truck,Clear,Urban,Evening,2020,30319,3620,2
Uttar Pradesh,Patna,Bike,Foggy,Rural,Afternoon,2018,24747,6488,3
Uttar Pradesh,Kochi,Truck,Foggy,Urban,Morning,2021,1687,8553,3
Karnataka,Kolkata,Bus,Foggy,Urban,Night,2020,40296,4738,2
Karnataka,New Delhi,Car,Clear,Highway,Night,2020,37533,3522,2
Maharashtra,Chennai,Car,Foggy,Highway,Morning,2021,17477,2181,2
Delhi,Ahmedabad,Bike,Clear,Highway,Morning,2021,32390,587,1
Rajasthan,Kolkata,Auto,Rainy,Highway,Morning,2018,10362,3520,3
West Bengal,Ahmedabad,Car,Foggy,Urban,Evening,2020,36138,7713,3
Bihar,Patna,Truck,Dusty,Rural,Evening,2021,1011,6713,3
Bihar,Kochi,Bus,Dusty,Urban,Morning,2018,38719,6537,3
Rajasthan,Kochi,Auto,Clear,Urban,Night,2022,5822,5083,3
Uttar Pradesh,Lucknow,Auto,Dusty,Rural,Afternoon,2021,36278,1882,2
Rajasthan,Kolkata,Auto,Clear,Urban,Evening,2020,10901,7655,3
West Bengal,Kochi,Car,Clear,Rural,Afternoon,2022,4245,376,2
Delhi,Jaipur,Van,Dusty,Highway,Afternoon,2021,11730,9991,3
Gujarat,Ahmedabad,Auto,Dusty,Highway,Evening,2019,24905,8789,3
Tamil Nadu,Lucknow,Bike,Rainy,Highway,Afternoon,2020,49550,5462,2
Gujarat,Patna,Truck,Clear,Rural,Night,2020,1058,8138,3
Tamil Nadu,Kochi,Van,Dusty,Urban,Evening,2018,18643,4028,3
Bihar,Bangalore,Bus,Rainy,Highway,Evening,2019,6700,4554,3
Karnataka,Patna,Truck,Rainy,Highway,Afternoon,2021,36973,2939,2
West Bengal,Kolkata,Bike,Clear,Urban,Afternoon,2019,7126,377,2
Gujarat,Jaipur,Bike,Foggy,Highway,Morning,2021,38532,4366,2
Rajasthan,Mumbai,Van,Dusty,Highway,Evening,2018,3725,1619,3
Delhi,Chennai,Truck,Dusty,Rural,Afternoon,2022,1904,6932,3
Delhi,Bangalore,Car,Dusty,Urban,Night,2019,35965,4571,2
Uttar Pradesh,Lucknow,Bike,Dusty,Rural,Evening,2020,24828,5237,3
Delhi,Ahmedabad,Auto,Dusty,Highway,Morning,2021,13959,6543,3
Delhi,Kolkata,Bus,Dusty,Highway,Night,2019,6146,4304,3
Karnataka,Kolkata,Bus,Rainy,Urban,Morning,2021,44763,9347,3
Rajasthan,Mumbai,Bike,Clear,Highway,Morning,2019,19044,1565,2
Bihar,Bangalore,Auto,Rainy,Rural,Night,2020,33918,1179,1
Delhi,Ahmedabad,Truck,Dusty,Rural,Morning,2021,38865,2594,2
Bihar,Chennai,Bus,Clear,Urban,Morning,2021,38793,6735,3
Karnataka,New Delhi,Auto,Dusty,Urban,Morning,2022,37765,9180,3
Delhi,New Delhi,Auto,Clear,Highway,Morning,2018,14471,8423,3
West Bengal,Kolkata,Car,Rainy,Urban,Morning,2019,20219,9553,3
Uttar Pradesh,Bangalore,Bike,Clear,Urban,Evening,2020,4354,349,2
Gujarat,Mumbai,Auto,Rainy,Highway,Afternoon,2022,2112,1165,3
West Bengal,Kolkata,Truck,Dusty,Highway,Evening,2022,20951,1096,2
Kerala,New Delhi,Bus,Clear,Rural,Evening,2018,4976,330,2
Maharashtra,Kolkata,Car,Foggy,Rural,Afternoon,2020,43585,9119,3
Delhi,New Delhi,Truck,Foggy,Urban,Afternoon,2019,43490,503,1
Bihar,Bangalore,Bus,Rainy,Highway,Night,2021,35544,4176,2
Maharashtra,Bangalore,Bike,Rainy,Urban,Morning,2018,46731,4063,2
Tamil Nadu,Mumbai,Truck,Rainy,Rural,Afternoon,2021,37154,3552,2
Delhi,Lucknow,Bus,Rainy,Urban,Night,2022,22533,8146,3
Kerala,Lucknow,Car,Dusty,Rural,Night,2021,12691,8056,3
Karnataka,Kolkata,Bus,Foggy,Rural,Evening,2019,8150,4322,3
Uttar Pradesh,Kolkata,Auto,Rainy,Urban,Night,2019,6087,5864,3
Kerala,Kolkata,Car,Clear,Rural,Morning,2021,4253,8531,3
Bihar,Mumbai,Truck,Clear,Rural,Evening,2021,9811,7817,3
Karnataka,Patna,Van,Dusty,Highway,Afternoon,2018,43992,6813,3
Gujarat,Kolkata,Bike,Rainy,Urban,Evening,2019,17560,8979,3
Karnataka,Lucknow,Car,Clear,Urban,Evening,2021,36322,8654,3
Delhi,Lucknow,Car,Rainy,Urban,Morning,2020,16404,4369,3
Maharashtra,Ahmedabad,Car,Clear,Rural,Morning,2018,49012,5050,2
Maharashtra,Bangalore,Bus,Dusty,Rural,Evening,2018,23887,2404,2
Bihar,Patna,Auto,Clear,Rural,Afternoon,2018,29070,2247,2
Karnataka,New Delhi,Van,Rainy,Urban,Morning,2018,36612,2634,2
Kerala,Lucknow,Bike,Rainy,Highway,Evening,2021,44577,9663,3
Bihar,Chennai,Bike,Dusty,Urban,Morning,2022,44520,2692,2
Uttar Pradesh,Chennai,Auto,Foggy,Urban,Morning,2020,15186,3537,3
Bihar,Lucknow,Bus,Rainy,Urban,Night,2022,13461,5371,3
Bihar,Chennai,Bus,Foggy,Highway,Afternoon,2022,10998,2729,3
Gujarat,Kochi,Auto,Rainy,Urban,Evening,2021,49279,6897,2
West Bengal,Patna,Auto,Dusty,Highway,Evening,2018,16397,8387,3
Delhi,Bangalore,Truck,Clear,Highway,Night,2018,6447,8630,3
Gujarat,Lucknow,Bus,Foggy,Urban,Evening,2021,16085,9769,3
Maharashtra,Lucknow,Car,Clear,Urban,Evening,2021,39675,1207,1
Maharashtra,New Delhi,Bike,Dusty,Urban,Night,2019,47342,7740,3
Tamil Nadu,Patna,Bus,Dusty,Rural,Night,2018,18364,4320,3
Tamil Nadu,Kolkata,Auto,Dusty,Highway,Evening,2020,23565,2487,2
Kerala,Kolkata,Car,Rainy,Urban,Night,2019,28077,750,1
Maharashtra,Jaipur,Truck,Rainy,Highway,Morning,2022,17305,5728,3
West Bengal,Ahmedabad,Van,Rainy,Rural,Morning,2018,20004,6915,3
Gujarat,Kochi,Truck,Rainy,Rural,Morning,2021,26910,1536,2
Uttar Pradesh,Mumbai,Car,Foggy,Urban,Morning,2021,19374,3457,3
West Bengal,Mumbai,Car,Dusty,Highway,Night,2021,30406,3257,2
Tamil Nadu,Jaipur,Auto,Foggy,Rural,Afternoon,2018,39766,4334,2
Karnataka,Bangalore,Van,Rainy,Rural,Afternoon,2020,15222,9271,3
West Bengal,Mumbai,Auto,Clear,Highway,Evening,2021,26188,803,1
West Bengal,Kolkata,Bike,Foggy,Rural,Afternoon,2018,36243,6153,3
West Bengal,Chennai,Van,Clear,Highway,Morning,2022,35080,1311,1
West Bengal,Ahmedabad,Van,Rainy,Urban,Night,2019,11899,9706,3
West Bengal,Patna,Bike,Foggy,Highway,Morning,2018,16890,5098,3
Tamil Nadu,Kolkata,Truck,Foggy,Urban,Morning,2018,5335,8231,3
Maharashtra,New Delhi,Car,Foggy,Highway,Night,2021,8790,7559,3
Bihar,Patna,Truck,Clear,Rural,Morning,2019,1990,1161,3
West Bengal,Mumbai,Auto,Rainy,Urban,Morning,2019,11438,1159,2
West Bengal,New Delhi,Bus,Dusty,Highway,Night,2021,37493,8406,3
Delhi,Patna,Auto,Dusty,Urban,Night,2020,46904,8805,3
Maharashtra,Lucknow,Bus,Rainy,Highway,Evening,2018,29189,8602,3
Bihar,Kochi,Car,Foggy,Highway,Evening,2021,38082,944,1
Uttar Pradesh,Kolkata,Car,Dusty,Urban,Morning,2020,3715,3359,3
Uttar Pradesh,New Delhi,Van,Foggy,Urban,Evening,2021,19199,4220,3
Karnataka,Jaipur,Car,Rainy,Urban,Afternoon,2022,27487,9073,3
Rajasthan,Kochi,Bike,Clear,Rural,Afternoon,2020,39895,7507,3
Gujarat,Patna,Bike,Foggy,Highway,Morning,2020,39721,5612,2
Delhi,Bangalore,Bus,Clear,Highway,Evening,2019,30235,774,1
Maharashtra,Jaipur,Truck,Clear,Urban,Morning,2018,37865,9576,3
Maharashtra,Kolkata,Van,Rainy,Highway,Evening,2021,16521,4431,3
Rajasthan,Lucknow,Truck,Rainy,Highway,Night,2021,18935,1585,2
Karnataka,New Delhi,Bus,Clear,Highway,Night,2018,37823,9825,3
Kerala,Chennai,Bike,Clear,Urban,Night,2018,41224,2216,2
Tamil Nadu,New Delhi,Auto,Dusty,Highway,Night,2019,11726,5470,3
Karnataka,Kochi,Van,Dusty,Highway,Morning,2018,35485,6930,3
Bihar,New Delhi,Bus,Rainy,Rural,Morning,2022,40270,834,1
Karnataka,Kochi,Truck,Foggy,Rural,Morning,2019,9299,7597,3
Rajasthan,Jaipur,Bus,Clear,Urban,Afternoon,2020,44055,3667,2
Rajasthan,New Delhi,Bus,Foggy,Highway,Night,2018,22637,1120,1
Gujarat,Jaipur,Car,Clear,Highway,Night,2020,42756,6592,3
Delhi,Lucknow,Bike,Rainy,Rural,Night,2019,39593,6259,3
West Bengal,Lucknow,Van,Foggy,Urban,Evening,2022,27589,308,1
Uttar Pradesh,Kochi,Car,Rainy,Urban,Evening,2022,35662,7310,3
Rajasthan,Patna,Bike,Clear,Highway,Afternoon,2018,11642,9265,3
Gujarat,Lucknow,Bus,Rainy,Rural,Afternoon,2022,2409,6927,3
Tamil Nadu,Ahmedabad,Bike,Foggy,Rural,Evening,2021,34137,2028,2
Uttar Pradesh,New Delhi,Truck,Dusty,Rural,Evening,2019,16433,5034,3
Kerala,Ahmedabad,Van,Rainy,Highway,Morning,2022,3177,9907,3
Maharashtra,New Delhi,Car,Foggy,Highway,Morning,2019,33366,1823,2
Tamil Nadu,Mumbai,Van,Rainy,Highway,Evening,2019,48098,7574,3
Kerala,Jaipur,Bus,Rainy,Rural,Night,2021,13550,8827,3
Uttar Pradesh,Kochi,Truck,Dusty,Urban,Evening,2018,22541,8673,3
Tamil Nadu,Kolkata,Bike,Foggy,Highway,Morning,2019,37963,7006,3
Gujarat,Kolkata,Bike,Foggy,Highway,Afternoon,2021,20747,3162,3
Kerala,Bangalore,Truck,Foggy,Urban,Evening,2022,16146,6225,3
Maharashtra,Patna,Bike,Clear,Urban,Evening,2020,15630,9498,3
West Bengal,Kochi,Car,Rainy,Rural,Night,2018,5668,5977,3
Gujarat,Lucknow,Auto,Dusty,Highway,Afternoon,2020,17468,5350,3
Bihar,Chennai,Bike,Foggy,Rural,Night,2021,46773,5586,2
Maharashtra,Patna,Bus,Dusty,Highway,Afternoon,2019,23442,6093,3
Delhi,Patna,Bike,Clear,Rural,Night,2021,26115,4138,3
Karnataka,Chennai,Van,Clear,Rural,Afternoon,2018,37472,8566,3
Delhi,Jaipur,Bus,Dusty,Urban,Evening,2018,21066,4621,3
Rajasthan,Patna,Bike,Foggy,Highway,Evening,2022,43874,3499,2
West Bengal,Mumbai,Bike,Dusty,Urban,Evening,2021,16492,6970,3
Bihar,Patna,Bus,Foggy,Urban,Morning,2018,42829,7159,3
Bihar,Bangalore,Car,Foggy,Urban,Afternoon,2021,36608,3972,2
Karnataka,Ahmedabad,Auto,Clear,Highway,Afternoon,2022,21882,8681,3
Kerala,Kolkata,Auto,Dusty,Rural,Night,2022,41187,8562,3
Karnataka,Jaipur,Car,Clear,Rural,Morning,2021,8155,3121,3
Rajasthan,Kochi,Bike,Rainy,Highway,Night,2018,44037,556,1
Delhi,Lucknow,Auto,Clear,Highway,Morning,2019,24152,8637,3
Bihar,Mumbai,Car,Foggy,Rural,Night,2019,44576,3427,2
Delhi,Jaipur,Car,Dusty,Rural,Morning,2022,9099,6018,3
Maharashtra,Ahmedabad,Auto,Rainy,Urban,Night,2018,18858,3556,3
West Bengal,Bangalore,Bus,Rainy,Rural,Night,2022,3578,5366,3
Tamil Nadu,Ahmedabad,Truck,Rainy,Urban,Morning,2022,33543,9842,3
Rajasthan,Kochi,Bus,Rainy,Rural,Afternoon,2022,7392,3973,3
Tamil Nadu,Chennai,Bike,Dusty,Rural,Night,2022,15829,5301,3
Rajasthan,Lucknow,Bus,Foggy,Rural,Morning,2021,44397,3857,2
Uttar Pradesh,Chennai,Van,Rainy,Urban,Morning,2021,23430,9366,3
West Bengal,New Delhi,Truck,Foggy,Urban,Afternoon,2018,45921,2414,2
Maharashtra,Bangalore,Truck,Clear,Rural,Afternoon,2018,23729,3662,3
West Bengal,Lucknow,Car,Foggy,Urban,Afternoon,2020,30209,5045,3
Kerala,Kochi,Van,Rainy,Urban,Afternoon,2019,46483,7715,3
Rajasthan,Jaipur,Bike,Clear,Urban,Night,2021,30972,6500,3
Tamil Nadu,Kolkata,Car,Clear,Urban,Night,2018,3415,2156,3
Rajasthan,Lucknow,Bus,Clear,Highway,Evening,2022,13476,4516,3
Kerala,Jaipur,Bus,Rainy,Urban,Night,2021,5197,1466,3
Rajasthan,Jaipur,Auto,Foggy,Rural,Evening,2019,11719,7524,3
West Bengal,New Delhi,Car,Dusty,Urban,Evening,2021,22608,4061,3
Gujarat,Mumbai,Van,Foggy,Rural,Night,2019,16387,9463,3
Rajasthan,Bangalore,Car,Rainy,Urban,Evening,2020,1234,2339,3
Uttar Pradesh,Bangalore,Car,Rainy,Rural,Afternoon,2018,24715,9207,3
Uttar Pradesh,New Delhi,Car,Clear,Highway,Evening,2019,49041,5343,2
Bihar,Chennai,Truck,Foggy,Rural,Night,2020,18637,9652,3
Uttar Pradesh,Chennai,Auto,Rainy,Urban,Morning,2021,32578,184,1
Rajasthan,Kochi,Bike,Rainy,Urban,Night,2018,47741,5131,2
Rajasthan,Mumbai,Bike,Dusty,Rural,Morning,2019,29591,9787,3
Gujarat,Jaipur,Bike,Foggy,Highway,Morning,2019,47066,7937,3
Uttar Pradesh,Patna,Truck,Clear,Urban,Evening,2018,25099,1658,2
Delhi,Patna,Auto,Clear,Urban,Evening,2021,1764,5339,3
Rajasthan,Chennai,Van,Clear,Rural,Morning,2021,28795,5275,3
Maharashtra,New Delhi,Auto,Foggy,Rural,Evening,2022,30185,6644,3
Maharashtra,Mumbai,Truck,Rainy,Highway,Afternoon,2021,36962,4709,2
Tamil Nadu,Ahmedabad,Van,Rainy,Rural,Night,2018,4042,4557,3
Gujarat,Kolkata,Car,Dusty,Urban,Evening,2020,14169,3899,3
Kerala,Mumbai,Bus,Dusty,Rural,Morning,2018,41917,132,1
Delhi,Kochi,Car,Rainy,Highway,Morning,2019,23444,1884,2
Rajasthan,Jaipur,Bike,Rainy,Highway,Night,2022,38930,8562,3
West Bengal,Jaipur,Car,Foggy,Urban,Evening,2022,4672,9677,3
Karnataka,Bangalore,Truck,Dusty,Rural,Evening,2020,12310,6917,3
Karnataka,Lucknow,Bike,Clear,Urban,Morning,2019,48287,8735,3
Kerala,Lucknow,Bus,Clear,Highway,Night,2021,23049,8439,3
Bihar,Bangalore,Van,Clear,Highway,Morning,2021,12739,2618,3
West Bengal,Kochi,Van,Clear,Rural,Night,2021,25599,8834,3
Karnataka,Jaipur,Bike,Rainy,Rural,Evening,2018,46524,2125,1
Kerala,Lucknow,Car,Rainy,Urban,Evening,2021,8603,8643,3
Karnataka,Lucknow,Auto,Foggy,Highway,Night,2019,4024,468,2
Gujarat,Kolkata,Auto,Clear,Urban,Morning,2022,18861,6268,3
Tamil Nadu,Lucknow,Van,Rainy,Urban,Morning,2018,599,7779,3
Bihar,Jaipur,Auto,Rainy,Urban,Morning,2021,40253,4527,2
Gujarat,Kochi,Bike,Rainy,Highway,Night,2019,32444,879,1
West Bengal,Ahmedabad,Auto,Clear,Rural,Night,2020,10368,9775,3
Kerala,Chennai,Truck,Rainy,Highway,Morning,2019,4779,7766,3
Delhi,Mumbai,Van,Dusty,Urban,Morning,2022,34438,2585,2
West Bengal,New Delhi,Bus,Clear,Highway,Night,2019,19230,6387,3
West Bengal,Patna,Auto,Clear,Urban,Night,2019,19211,2849,2
Uttar Pradesh,Mumbai,Truck,Dusty,Urban,Morning,2018,724,4269,3
Delhi,Kolkata,Truck,Foggy,Rural,Morning,2022,32970,9307,3
Maharashtra,Lucknow,Bike,Foggy,Urban,Evening,2021,12742,6125,3
Uttar Pradesh,Kochi,Van,Clear,Highway,Afternoon,2022,34708,7358,3
Kerala,Ahmedabad,Bike,Clear,Rural,Night,2020,21834,9367,3
Maharashtra,Patna,Bus,Clear,Rural,Afternoon,2022,29823,9331,3
Karnataka,Bangalore,Bus,Dusty,Rural,Night,2018,26145,2802,2
Karnataka,Ahmedabad,Car,Rainy,Rural,Evening,2021,48738,1115,1
West Bengal,Chennai,Bus,Dusty,Rural,Night,2022,29882,4722,3
Uttar Pradesh,Lucknow,Van,Rainy,Highway,Night,2021,4823,9961,3
Rajasthan,New Delhi,Van,Rainy,Urban,Afternoon,2018,8993,8244,3
Delhi,Patna,Bike,Foggy,Urban,Evening,2019,38469,7888,3
Maharashtra,Lucknow,Truck,Dusty,Urban,Evening,2020,35885,6357,3
Delhi,Patna,Car,Dusty,Urban,Evening,2022,5960,5306,3
Uttar Pradesh,New Delhi,Bus,Clear,Rural,Evening,2021,5070,2373,3
West Bengal,Chennai,Truck,Dusty,Urban,Night,2022,7180,6367,3
Gujarat,Bangalore,Bike,Rainy,Urban,Afternoon,2018,30809,1742,2
Karnataka,Jaipur,Auto,Rainy,Rural,Evening,2019,46722,2492,2
Maharashtra,Kochi,Car,Dusty,Rural,Morning,2018,47165,4489,2
Maharashtra,Ahmedabad,Van,Foggy,Rural,Evening,2021,18321,2611,2
Kerala,Mumbai,Truck,Foggy,Urban,Afternoon,2022,42527,1676,1
Maharashtra,Bangalore,Bike,Clear,Rural,Afternoon,2021,46460,7407,3
Uttar Pradesh,Bangalore,Bike,Clear,Rural,Afternoon,2018,22085,5667,3
Maharashtra,Kolkata,Car,Rainy,Highway,Afternoon,2022,43902,3838,2
Maharashtra,Patna,Car,Dusty,Highway,Morning,2021,45401,603,1
Delhi,Patna,Bus,Rainy,Urban,Evening,2022,49126,425,1
West Bengal,Kolkata,Bus,Rainy,Rural,Night,2020,24117,9872,3
Tamil Nadu,Ahmedabad,Van,Dusty,Urban,Night,2018,13065,4987,3
Maharashtra,Patna,Van,Rainy,Highway,Morning,2018,27015,651,1
Rajasthan,Jaipur,Car,Rainy,Highway,Evening,2020,16736,4028,3
West Bengal,Kochi,Car,Foggy,Rural,Evening,2019,36240,8584,3
Bihar,Mumbai,Truck,Clear,Urban,Night,2021,46413,9255,3
Kerala,Mumbai,Bus,Foggy,Highway,Morning,2019,20914,1703,2
Delhi,New Delhi,Bike,Clear,Rural,Night,2022,7196,2892,3
Kerala,New Delhi,Bus,Clear,Urban,Morning,2021,15726,9921,3
Gujarat,Kochi,Bus,Clear,Rural,Afternoon,2021,4287,8584,3
Maharashtra,Lucknow,Car,Foggy,Rural,Evening,2021,33123,213,1
Karnataka,Lucknow,Car,Dusty,Highway,Evening,2020,38736,5774,2
Rajasthan,Bangalore,Bus,Rainy,Urban,Evening,2018,14662,3256,3
Delhi,Bangalore,Auto,Dusty,Highway,Evening,2020,42197,2919,2
Kerala,Kolkata,Auto,Dusty,Urban,Evening,2020,43555,6442,2
Maharashtra,Chennai,Van,Clear,Urban,Evening,2020,31502,733,1
Karnataka,New Delhi,Bus,Clear,Rural,Afternoon,2019,46929,4736,2
Karnataka,Chennai,Auto,Foggy,Rural,Evening,2020,17624,7878,3
Gujarat,Patna,Van,Foggy,Urban,Afternoon,2018,49036,7875,3
West Bengal,Mumbai,Van,Rainy,Rural,Evening,2021,1444,9165,3
Rajasthan,Bangalore,Bus,Dusty,Highway,Evening,2019,45241,2903,2
Tamil Nadu,Lucknow,Van,Dusty,Urban,Morning,2020,43187,7406,3
Rajasthan,Kochi,Car,Rainy,Highway,Evening,2020,40826,9813,3
Gujarat,New Delhi,Car,Clear,Rural,Night,2021,3129,5656,3
Uttar Pradesh,Mumbai,Car,Foggy,Urban,Morning,2021,29078,5748,3
West Bengal,Ahmedabad,Bike,Rainy,Rural,Morning,2019,34824,5871,3
Delhi,Kochi,Car,Dusty,Highway,Morning,2018,28706,9834,3
West Bengal,Chennai,Car,Rainy,Urban,Night,2019,6532,3663,3
Gujarat,Jaipur,Bus,Rainy,Rural,Afternoon,2021,21212,1688,2
Gujarat,Chennai,Auto,Dusty,Highway,Morning,2018,29916,5829,3
Delhi,New Delhi,Auto,Dusty,Highway,Morning,2020,21764,9568,3
Delhi,Kochi,Car,Foggy,Rural,Morning,2020,33978,8365,3
Delhi,Jaipur,Car,Foggy,Urban,Evening,2022,30860,2584,2
West Bengal,Patna,Car,Dusty,Rural,Afternoon,2021,39061,7784,3
Maharashtra,Ahmedabad,Van,Foggy,Urban,Night,2022,35085,1988,2
Kerala,Chennai,Bus,Foggy,Highway,Night,2019,42820,4871,2
Bihar,Ahmedabad,Bus,Foggy,Highway,Afternoon,2019,16833,1489,2
Delhi,Kochi,Bus,Dusty,Highway,Afternoon,2018,11382,4317,3
Kerala,Mumbai,Auto,Clear,Rural,Afternoon,2021,36654,4846,2
Bihar,Kochi,Bike,Clear,Rural,Evening,2018,23139,8739,3
West Bengal,Lucknow,Auto,Foggy,Rural,Morning,2018,2627,5564,3
Kerala,Jaipur,Bus,Clear,Highway,Evening,2019,48056,6790,2
Delhi,Mumbai,Truck,Foggy,Urban,Afternoon,2019,18979,4998,3
Tamil Nadu,Chennai,Bike,Clear,Rural,Evening,2021,49290,6278,2
Gujarat,Patna,Car,Clear,Rural,Night,2019,33358,7044,3
Kerala,Ahmedabad,Van,Rainy,Rural,Evening,2021,24792,9392,3
Karnataka,Kochi,Auto,Foggy,Highway,Afternoon,2022,4505,9692,3
Karnataka,Kolkata,Van,Clear,Urban,Morning,2020,27199,7695,3
Kerala,New Delhi,Bike,Clear,Urban,Evening,2022,36424,5963,3
Delhi,Chennai,Truck,Rainy,Urban,Afternoon,2019,25338,393,1
Rajasthan,New Delhi,Bike,Clear,Rural,Evening,2020,29572,9869,3
Delhi,Mumbai,Auto,Rainy,Rural,Night,2020,34525,4368,2
West Bengal,Lucknow,Bus,Clear,Urban,Evening,2018,38364,7297,3
Delhi,Chennai,Car,Rainy,Highway,Evening,2020,33483,4158,2
West Bengal,Lucknow,Bus,Rainy,Urban,Morning,2021,22974,5382,3
Rajasthan,Lucknow,Bus,Dusty,Rural,Evening,2019,39448,7295,3
Tamil Nadu,Patna,Auto,Foggy,Urban,Evening,2019,10244,5644,3
West Bengal,Mumbai,Bus,Dusty,Urban,Night,2018,19818,8595,3
Uttar Pradesh,Kochi,Bus,Foggy,Urban,Night,2018,43292,3051,2
Karnataka,Kolkata,Auto,Clear,Highway,Night,2019,35635,4861,2
Gujarat,Jaipur,Auto,Foggy,Rural,Morning,2018,16172,7118,3
Karnataka,Lucknow,Truck,Dusty,Rural,Night,2020,48072,5856,2
West Bengal,Mumbai,Bus,Foggy,Urban,Night,2020,2592,3030,3
Uttar Pradesh,Patna,Bike,Dusty,Rural,Evening,2021,15932,2816,3
Maharashtra,Chennai,Car,Foggy,Highway,Evening,2018,36704,7066,3
Tamil Nadu,Bangalore,Van,Clear,Urban,Morning,2019,13665,5925,3
Tamil Nadu,Bangalore,Car,Clear,Highway,Night,2022,31073,9641,3
Maharashtra,Kolkata,Auto,Foggy,Urban,Afternoon,2019,38496,3475,2
Gujarat,Patna,Van,Foggy,Urban,Evening,2022,13134,8243,3
Rajasthan,Mumbai,Auto,Clear,Urban,Afternoon,2022,40266,1710,1
Bihar,Patna,Truck,Foggy,Highway,Afternoon,2021,13949,222,1
Uttar Pradesh,Jaipur,Bus,Rainy,Rural,Night,2022,16041,6664,3
